merchantid,orderid,date,unit_count,product_type,unit_price,currency,market,lifetime_value
611016,99376,19/06/2020,1,AIR,49,EUR,Europe,386.11
417853,99377,08/04/2020,1,TOTAL,39,EUR,Lat.Am.,331.01
673899,99378,27/11/2019,1,AIR,19,EUR,Europe,232.81
580314,99381,05/03/2020,1,3G,79,EUR,Europe,430.91
609184,99382,08/09/2018,1,TOTAL,39,EUR,Lat.Am.,94.04
739489,99383,17/06/2020,1,AIR,49,EUR,Europe,311.26
461299,99385,27/05/2020,1,3G,79,EUR,Europe,131.05
222621,99386,01/07/2020,1,AIR,19,EUR,Europe,513.79
763583,99387,26/02/2019,1,SUPER,25,EUR,Lat.Am.,228.81
578386,99388,29/01/2019,1,TOTAL,39,EUR,Lat.Am.,397.79
281576,99390,05/01/2020,1,AIR,19,EUR,Europe,77.32
645509,99391,16/04/2020,1,AIR,29,EUR,Europe,308.3
589437,99392,01/01/2019,1,AIR,19,EUR,Europe,220.09
419130,99393,18/05/2020,1,AIR,49,EUR,Europe,475.39
381015,99394,25/02/2020,1,AIR,49,EUR,Europe,358.16
744180,99395,07/07/2020,1,TOTAL,39,EUR,Lat.Am.,501.34
505766,99397,13/03/2019,1,AIR,29,EUR,Europe,146.69
89251,99398,06/10/2018,1,AIR,49,EUR,Europe,0
195627,99399,08/01/2020,1,TOTAL,25,EUR,Lat.Am.,80.95
303318,99400,02/12/2019,1,AIR,29,EUR,Europe,300.78
432557,99401,26/07/2020,1,TOTAL,39,EUR,Lat.Am.,392.24
385567,99402,18/04/2020,1,AIR,29,EUR,Europe,287.44
737321,99403,25/04/2020,1,AIR,49,EUR,Europe,381.5
608781,99406,29/08/2018,1,TOTAL,39,EUR,Lat.Am.,221.92
78882,99407,29/05/2019,1,TOTAL,39,EUR,Lat.Am.,194.12
533714,99409,18/07/2020,1,SUPER,25,EUR,Lat.Am.,447.64
330224,99410,05/03/2019,1,AIR,19,EUR,Europe,247.35
300680,99411,03/06/2020,1,AIR,49,EUR,Europe,282.34
567625,99412,12/12/2019,1,TOTAL,39,EUR,Lat.Am.,0
353874,99413,18/07/2019,1,3G,39,EUR,Europe,553.89
649745,99414,28/03/2019,1,3G,39,EUR,Europe,128.03
337146,99415,18/08/2018,1,AIR,39,EUR,Europe,0
314248,99416,14/12/2019,1,AIR,49,EUR,Europe,116.61
524913,99417,30/10/2019,1,3G,39,EUR,Europe,283.94
424913,99420,21/09/2019,1,AIR,19,EUR,Europe,553.64
769277,99421,11/06/2019,1,AIR,19,EUR,Europe,388.85
643238,99423,31/07/2020,1,3G,79,EUR,Europe,1011.84
720867,99424,03/11/2018,6,AIR,49,EUR,Europe,191.53
550977,99425,18/07/2020,1,AIR,29,EUR,Europe,0
373345,99426,10/05/2019,1,SUPER,18,EUR,Lat.Am.,273.84
473919,99428,07/02/2020,1,3G,79,EUR,Europe,752.48
685270,99431,20/12/2019,1,SUPER,25,EUR,Lat.Am.,32.98
547752,99432,06/07/2019,1,TOTAL,39,EUR,Lat.Am.,35.33
590944,99433,24/02/2020,3,AIR,29,EUR,Europe,345.41
393412,99434,19/06/2020,1,AIR,49,EUR,Europe,218.5
445645,99435,11/04/2020,1,AIR,29,EUR,Europe,356.38
659144,99437,16/03/2020,1,SUPER,35,EUR,Lat.Am.,248.54
414829,99438,28/02/2020,1,AIR,49,EUR,Europe,216
290878,99440,06/02/2020,1,3G,39,EUR,Europe,0
747023,99441,15/07/2020,1,AIR,19,EUR,Europe,305.74
444260,99442,02/06/2018,1,AIR,49,EUR,Europe,246.7
642189,99443,20/05/2019,1,AIR,49,EUR,Europe,169.51
72488,99444,29/05/2020,1,AIR,49,EUR,Europe,514.73
119904,99445,11/01/2020,1,SUPER,25,EUR,Lat.Am.,165.45
137094,99446,26/06/2020,1,3G,79,EUR,Europe,138.21
512317,99447,13/06/2020,1,SUPER,18,EUR,Lat.Am.,345.87
445254,99449,07/02/2020,1,TOTAL,29,EUR,Lat.Am.,105.25
358233,99450,29/04/2020,1,3G,79,EUR,Europe,70.58
719582,99451,09/04/2020,1,SUPER,35,EUR,Lat.Am.,32.93
300057,99452,17/07/2020,1,AIR,19,EUR,Europe,356.02
322748,99453,14/03/2020,1,3G,79,EUR,Europe,159.87
500763,99455,12/05/2019,1,SUPER,36,EUR,Lat.Am.,415.03
600437,99456,11/05/2020,1,TOTAL,39,EUR,Lat.Am.,0
554797,99457,07/11/2019,1,3G,39,EUR,Europe,407.42
528474,99458,28/07/2020,1,AIR,19,EUR,Europe,429.72
165957,99459,20/04/2019,1,3G,39,EUR,Europe,943.26
144209,99460,08/05/2019,1,3G,79,EUR,Europe,34.97
535323,99461,05/08/2019,1,SUPER,36,EUR,Lat.Am.,13.74
130767,99463,16/04/2020,1,AIR,29,EUR,Europe,0
446104,99464,23/05/2020,1,3G,79,EUR,Europe,657.11
341364,99465,21/06/2020,1,TOTAL,39,EUR,Lat.Am.,247.71
753599,99466,27/04/2019,1,AIR,29,EUR,Europe,352.46
265418,99467,05/07/2020,1,SUPER,25,EUR,Lat.Am.,73.78
565419,99468,23/05/2020,1,AIR,29,EUR,Europe,0
399874,99469,17/06/2020,1,SUPER,35,EUR,Lat.Am.,0
767113,99471,15/06/2020,1,TOTAL,39,EUR,Lat.Am.,317.79
115478,99472,06/06/2018,1,SUPER,25,EUR,Lat.Am.,0
231999,99473,13/07/2020,1,TOTAL,39,EUR,Lat.Am.,355.46
172550,99474,25/09/2018,1,AIR,39,EUR,Europe,282.78
439160,99475,11/10/2019,1,AIR,19,EUR,Europe,311.04
530972,99476,03/07/2019,1,3G,39,EUR,Europe,102.8
150251,99477,13/02/2020,1,TOTAL,29,EUR,Lat.Am.,28.62
613846,99478,23/06/2019,1,AIR,19,EUR,Europe,192.17
358892,99479,16/11/2019,2,SUPER,35,EUR,Lat.Am.,243.4
260390,99480,25/10/2019,1,3G,39,EUR,Europe,597.18
530513,99481,08/04/2020,1,AIR,49,EUR,Europe,106.35
703344,99483,26/07/2019,1,3G,79,EUR,Europe,379.91
523488,99486,03/06/2020,1,SUPER,25,EUR,Lat.Am.,0
190516,99487,30/06/2020,1,3G,79,EUR,Europe,719.84
305587,99489,20/05/2020,1,SUPER,18,EUR,Lat.Am.,80.78
404558,99490,06/07/2020,1,3G,79,EUR,Europe,367.55
621241,99491,13/02/2018,1,AIR,49,EUR,Europe,23.35
294557,99493,31/07/2020,1,3G,39,EUR,Europe,288.75
330390,99494,31/01/2019,1,AIR,19,EUR,Europe,247.24
521773,99495,16/11/2019,1,AIR,49,EUR,Europe,434.68
454876,99497,25/05/2020,1,SUPER,25,EUR,Lat.Am.,174.99
568437,99500,25/09/2019,3,SUPER,36,EUR,Lat.Am.,358.12
165626,99501,24/06/2019,1,3G,39,EUR,Europe,574.3
534112,99502,27/07/2020,1,SUPER,25,EUR,Lat.Am.,19.55
195767,99503,22/11/2019,1,SUPER,35,EUR,Lat.Am.,368.24
262929,99504,07/07/2020,3,SUPER,35,EUR,Lat.Am.,300.6
589229,99505,23/11/2019,1,AIR,19,EUR,Europe,398.9
312373,99506,18/07/2019,1,AIR,19,EUR,Europe,267.01
552445,99508,12/06/2020,1,TOTAL,39,EUR,Lat.Am.,465.93
467342,99509,04/05/2020,11,AIR,29,EUR,Europe,173.3
118485,99512,22/05/2020,3,3G,39,EUR,Europe,86.15
587135,99513,13/06/2020,1,3G,39,EUR,Europe,66.86
610522,99514,26/05/2020,1,3G,39,EUR,Europe,504.9
749176,99517,10/03/2020,1,3G,79,EUR,Europe,257.4
193479,99518,25/12/2018,1,AIR,29,EUR,Europe,416.74
74439,99519,03/11/2019,1,3G,79,EUR,Europe,474.97
676290,99520,04/10/2018,1,AIR,49,EUR,Europe,74.71
670561,99521,18/10/2018,8,AIR,49,EUR,Europe,462.74
147552,99524,03/08/2019,1,SUPER,18,EUR,Lat.Am.,195.71
524936,99525,13/07/2019,1,AIR,19,EUR,Europe,0
367863,99526,02/03/2020,1,3G,39,EUR,Europe,847.01
547896,99527,21/03/2019,1,AIR,19,EUR,Europe,512.38
566220,99528,16/05/2020,1,SUPER,35,EUR,Lat.Am.,371.17
455952,99530,23/06/2020,1,SUPER,18,EUR,Lat.Am.,239.23
461613,99531,14/03/2018,1,AIR,39,EUR,Europe,238.98
533149,99532,26/02/2020,1,3G,39,EUR,Europe,108.79
533484,99534,18/10/2019,1,3G,39,EUR,Europe,318.49
226369,99535,08/06/2020,4,TOTAL,39,EUR,Lat.Am.,100.86
611394,99537,03/05/2020,1,3G,79,EUR,Europe,380.5
733772,99538,11/01/2020,1,3G,39,EUR,Europe,129.91
433415,99539,18/02/2020,1,SUPER,18,EUR,Lat.Am.,182.12
677998,99540,30/06/2020,5,AIR,29,EUR,Europe,212.71
448584,99541,09/07/2020,1,3G,39,EUR,Europe,586.28
145030,99542,22/02/2020,1,SUPER,18,EUR,Lat.Am.,412.89
722548,99543,16/04/2020,1,SUPER,35,EUR,Lat.Am.,0
386367,99544,30/01/2020,1,3G,79,EUR,Europe,444.41
156210,99545,04/04/2020,1,3G,79,EUR,Europe,692.67
623304,99546,03/07/2020,1,TOTAL,39,EUR,Lat.Am.,343.32
93780,99549,19/07/2019,1,AIR,19,EUR,Europe,127.95
172511,99550,25/10/2019,1,SUPER,25,EUR,Lat.Am.,0
147969,99551,14/09/2018,1,SUPER,20,EUR,Lat.Am.,319.8
507604,99552,02/03/2019,1,3G,39,EUR,Europe,491.84
82044,99554,09/03/2019,1,AIR,19,EUR,Europe,406.22
117878,99555,18/04/2020,1,SUPER,25,EUR,Lat.Am.,0
126166,99556,30/09/2019,1,TOTAL,29,EUR,Lat.Am.,244.66
545585,99557,23/02/2019,1,SUPER,36,EUR,Lat.Am.,0
680049,99558,24/07/2018,1,AIR,49,EUR,Europe,239.86
417742,99559,04/02/2020,1,3G,39,EUR,Europe,437.52
674034,99560,28/03/2019,6,AIR,49,EUR,Europe,118.08
308808,99561,26/03/2020,1,SUPER,25,EUR,Lat.Am.,104.5
563062,99562,17/12/2019,1,3G,39,EUR,Europe,610.32
696833,99563,08/03/2019,1,AIR,19,EUR,Europe,406.03
165021,99564,02/03/2019,1,3G,79,EUR,Europe,563.85
471201,99565,13/02/2020,1,3G,79,EUR,Europe,410.86
293324,99566,30/04/2020,1,TOTAL,39,EUR,Lat.Am.,375.1
483738,99567,03/10/2019,1,TOTAL,29,EUR,Lat.Am.,351.18
349317,99569,23/12/2019,1,SUPER,25,EUR,Lat.Am.,131.48
347164,99570,02/07/2020,1,3G,79,EUR,Europe,253.16
633766,99572,16/01/2020,2,3G,39,EUR,Europe,302.31
454817,99573,26/02/2018,1,SUPER,36,EUR,Lat.Am.,117.39
680474,99574,25/03/2020,1,AIR,49,EUR,Europe,250.28
292744,99575,10/11/2019,2,AIR,49,EUR,Europe,434.96
679878,99577,24/07/2020,1,SUPER,18,EUR,Lat.Am.,35.52
167459,99580,21/10/2019,3,AIR,29,EUR,Europe,349.62
418481,99581,06/09/2018,1,AIR,29,EUR,Europe,0
112712,99582,08/07/2020,1,SUPER,25,EUR,Lat.Am.,97.46
471981,99583,03/08/2019,1,AIR,49,EUR,Europe,560.26
527126,99585,28/03/2020,2,SUPER,25,EUR,Lat.Am.,88.22
157431,99586,26/02/2020,1,SUPER,18,EUR,Lat.Am.,0
670953,99587,28/07/2018,5,AIR,49,EUR,Europe,242.99
398519,99588,15/04/2020,1,AIR,49,EUR,Europe,561.22
722973,99589,24/03/2018,1,AIR,49,EUR,Europe,315.73
394071,99593,28/02/2019,1,AIR,29,EUR,Europe,422.72
344151,99594,04/07/2019,1,3G,39,EUR,Europe,310.12
549172,99595,17/06/2020,1,3G,79,EUR,Europe,526.71
355386,99596,08/11/2019,1,3G,79,EUR,Europe,122.5
372094,99597,18/06/2019,6,3G,79,EUR,Europe,289.64
258425,99599,12/01/2020,1,SUPER,25,EUR,Lat.Am.,159.01
513991,99600,10/10/2018,1,AIR,39,EUR,Europe,0
334749,99601,17/04/2020,1,AIR,49,EUR,Europe,139.37
175864,99602,27/12/2019,1,AIR,49,EUR,Europe,292.28
573667,99603,08/03/2019,1,SUPER,36,EUR,Lat.Am.,180.33
586853,99604,08/11/2018,1,AIR,29,EUR,Europe,0
383832,99605,10/11/2019,1,AIR,29,EUR,Europe,181.9
762411,99607,23/12/2019,1,AIR,29,EUR,Europe,1.45
677587,99609,18/07/2020,1,TOTAL,39,EUR,Lat.Am.,272.07
688681,99610,25/06/2020,1,AIR,49,EUR,Europe,234.27
182917,99611,25/07/2020,1,3G,79,EUR,Europe,151.8
485771,99612,08/03/2020,1,AIR,49,EUR,Europe,355.77
486420,99613,15/02/2018,1,AIR,49,EUR,Europe,143.29
631748,99614,26/05/2019,1,3G,39,EUR,Europe,421.81
763402,99615,09/06/2018,1,SUPER,36,EUR,Lat.Am.,397.04
596252,99617,28/06/2020,1,TOTAL,39,EUR,Lat.Am.,516.54
508484,99619,21/04/2020,1,3G,79,EUR,Europe,101.77
563606,99620,10/04/2019,1,SUPER,25,EUR,Lat.Am.,244.4
283113,99622,21/05/2018,1,AIR,49,EUR,Europe,269.78
334289,99623,05/05/2020,2,3G,39,EUR,Europe,272.51
379893,99624,26/07/2020,1,3G,79,EUR,Europe,577.96
270292,99625,15/07/2020,1,AIR,29,EUR,Europe,0
103170,99626,06/08/2019,1,3G,39,EUR,Europe,517.09
216729,99627,17/05/2020,1,AIR,49,EUR,Europe,328.46
584399,99628,01/12/2019,1,3G,79,EUR,Europe,424.12
550863,99629,23/04/2020,1,3G,79,EUR,Europe,277.62
758200,99630,05/07/2019,1,AIR,29,EUR,Europe,394.59
318225,99631,20/04/2020,5,AIR,49,EUR,Europe,302.21
486949,99632,07/06/2018,1,AIR,39,EUR,Europe,222.3
165500,99634,22/05/2020,1,3G,79,EUR,Europe,541.88
761162,99635,28/03/2020,1,TOTAL,39,EUR,Lat.Am.,93.73
326338,99636,09/07/2020,1,SUPER,25,EUR,Lat.Am.,81.59
592925,99637,13/09/2019,1,AIR,29,EUR,Europe,0
473783,99638,30/04/2020,1,AIR,29,EUR,Europe,379.91
205412,99640,06/03/2019,1,3G,39,EUR,Europe,141.59
433371,99641,31/07/2020,1,TOTAL,39,EUR,Lat.Am.,420.66
69572,99643,05/12/2019,3,AIR,49,EUR,Europe,7.82
252687,99644,26/06/2018,1,SUPER,25,EUR,Lat.Am.,6.49
616612,99645,13/08/2019,1,SUPER,36,EUR,Lat.Am.,0
351753,99646,15/01/2020,5,AIR,19,EUR,Europe,0
263140,99647,26/05/2018,1,AIR,49,EUR,Europe,157.47
145226,99649,29/04/2020,1,AIR,29,EUR,Europe,544.82
106063,99651,18/10/2018,1,SUPER,25,EUR,Lat.Am.,367.38
750320,99652,02/04/2020,1,AIR,49,EUR,Europe,183.72
704810,99655,09/07/2020,1,3G,79,EUR,Europe,469.59
384425,99657,21/09/2019,1,AIR,49,EUR,Europe,148.87
383369,99658,21/09/2018,1,SUPER,36,EUR,Lat.Am.,341.79
446052,99660,19/04/2020,1,3G,39,EUR,Europe,34.46
88385,99661,05/07/2019,5,SUPER,25,EUR,Lat.Am.,305.12
102912,99662,14/03/2019,1,3G,39,EUR,Europe,192.7
738710,99663,18/05/2020,1,SUPER,25,EUR,Lat.Am.,235.58
289107,99665,16/04/2020,1,TOTAL,39,EUR,Lat.Am.,437.9
347486,99667,02/07/2018,1,AIR,29,EUR,Europe,415.31
600530,99670,03/12/2019,1,AIR,19,EUR,Europe,0
685236,99671,21/08/2019,1,SUPER,18,EUR,Lat.Am.,124.72
586765,99673,17/03/2018,1,AIR,39,EUR,Europe,0
756178,99674,13/06/2020,1,AIR,49,EUR,Europe,373.15
171745,99675,24/03/2019,1,AIR,49,EUR,Europe,0
683990,99677,25/04/2020,3,SUPER,35,EUR,Lat.Am.,406.35
137744,99679,27/07/2020,1,AIR,29,EUR,Europe,116.88
444164,99680,05/08/2019,1,AIR,19,EUR,Europe,395.38
336959,99681,25/04/2018,1,AIR,39,EUR,Europe,158.31
208303,99682,16/04/2020,1,3G,79,EUR,Europe,66.67
660139,99683,11/03/2020,1,SUPER,35,EUR,Lat.Am.,93.66
422582,99685,15/06/2018,1,AIR,49,EUR,Europe,432.02
169282,99686,11/07/2020,1,3G,79,EUR,Europe,0
435370,99688,04/01/2018,1,SUPER,36,EUR,Lat.Am.,171.22
327569,99689,21/10/2018,1,AIR,39,EUR,Europe,78.11
643803,99690,09/01/2020,1,SUPER,35,EUR,Lat.Am.,323.72
643744,99692,06/05/2020,1,AIR,29,EUR,Europe,472.47
189262,99693,16/01/2020,1,SUPER,25,EUR,Lat.Am.,176.45
116755,99694,16/05/2018,1,AIR,49,EUR,Europe,198.79
216302,99695,09/05/2020,1,AIR,49,EUR,Europe,281.57
411027,99696,09/07/2020,1,AIR,49,EUR,Europe,344.68
675688,99697,25/04/2020,1,TOTAL,39,EUR,Lat.Am.,122.82
590176,99698,27/05/2019,1,3G,39,EUR,Europe,57.87
497843,99700,24/03/2019,1,3G,39,EUR,Europe,531.48
286062,99703,01/03/2020,1,3G,79,EUR,Europe,176.54
99909,99704,25/10/2018,1,AIR,29,EUR,Europe,432.65
746484,99706,17/02/2020,1,SUPER,35,EUR,Lat.Am.,29.4
354677,99709,18/09/2019,1,SUPER,18,EUR,Lat.Am.,546.12
233783,99711,06/06/2020,1,3G,79,EUR,Europe,473.6
705040,99713,02/07/2020,1,AIR,19,EUR,Europe,141.47
269567,99714,10/12/2018,1,SUPER,20,EUR,Lat.Am.,376.33
615224,99715,31/03/2019,1,AIR,19,EUR,Europe,240.24
162082,99717,17/04/2018,1,AIR,49,EUR,Europe,180.04
145277,99719,24/04/2020,1,SUPER,18,EUR,Lat.Am.,339.5
199936,99720,21/02/2018,1,AIR,49,EUR,Europe,451.7
604811,99721,27/07/2020,1,TOTAL,39,EUR,Lat.Am.,385.14
217781,99724,09/07/2020,1,AIR,29,EUR,Europe,413.55
284971,99725,01/10/2019,1,3G,39,EUR,Europe,616.76
564916,99726,29/07/2020,1,3G,79,EUR,Europe,150.12
334749,99728,11/04/2019,1,TOTAL,39,EUR,Lat.Am.,210.3
484015,99730,06/06/2020,1,3G,79,EUR,Europe,188.33
355183,99732,23/03/2018,1,AIR,49,EUR,Europe,575.19
140123,99733,14/07/2018,1,AIR,29,EUR,Europe,354.7
206201,99734,27/07/2020,9,AIR,49,EUR,Europe,120.33
497314,99736,12/05/2019,1,3G,39,EUR,Europe,300.6
236769,99737,21/04/2020,1,TOTAL,39,EUR,Lat.Am.,101.94
268760,99738,16/09/2019,1,SUPER,25,EUR,Lat.Am.,253.39
118823,99739,10/04/2020,1,TOTAL,39,EUR,Lat.Am.,104.51
282934,99740,18/06/2020,1,AIR,29,EUR,Europe,73.36
186495,99741,23/05/2020,1,AIR,29,EUR,Europe,138.24
393373,99743,01/02/2018,1,AIR,39,EUR,Europe,193.75
502920,99744,10/07/2020,1,SUPER,35,EUR,Lat.Am.,479.97
762965,99746,27/03/2020,1,AIR,49,EUR,Europe,593.1
768921,99747,18/04/2020,1,AIR,49,EUR,Europe,325.53
69012,99748,31/01/2018,1,AIR,49,EUR,Europe,428.81
644477,99752,05/07/2019,1,3G,39,EUR,Europe,514.18
94604,99753,23/06/2018,1,SUPER,25,EUR,Lat.Am.,0
384351,99754,30/05/2020,1,3G,79,EUR,Europe,792.46
161772,99756,10/10/2019,1,AIR,29,EUR,Europe,539.96
221497,99757,04/07/2020,1,AIR,49,EUR,Europe,441.52
436541,99758,04/01/2019,1,AIR,49,EUR,Europe,281.04
686407,99759,24/07/2020,1,AIR,29,EUR,Europe,254.15
346945,99760,30/07/2020,1,TOTAL,39,EUR,Lat.Am.,0
706718,99761,03/06/2020,1,SUPER,35,EUR,Lat.Am.,214.71
269280,99762,23/05/2018,5,SUPER,36,EUR,Lat.Am.,3.78
556442,99764,12/07/2019,1,3G,39,EUR,Europe,353.97
283726,99765,23/09/2019,1,TOTAL,25,EUR,Lat.Am.,135.13
737974,99766,24/04/2020,1,3G,39,EUR,Europe,471.02
584619,99767,08/09/2018,1,TOTAL,39,EUR,Lat.Am.,109.77
482420,99768,04/09/2018,1,AIR,29,EUR,Europe,36.01
366881,99770,29/06/2020,1,SUPER,35,EUR,Lat.Am.,96.28
326945,99771,13/12/2019,1,AIR,29,EUR,Europe,257.73
747417,99774,05/03/2020,1,TOTAL,39,EUR,Lat.Am.,551.22
459587,99775,20/03/2020,1,TOTAL,39,EUR,Lat.Am.,0
526010,99776,24/01/2018,1,SUPER,25,EUR,Lat.Am.,312.22
553456,99777,17/03/2019,3,3G,39,EUR,Europe,333.96
344158,99779,11/09/2019,1,TOTAL,39,EUR,Lat.Am.,44.01
739243,99780,27/12/2018,1,SUPER,25,EUR,Lat.Am.,104.94
471288,99781,25/02/2019,1,AIR,49,EUR,Europe,335.44
611316,99782,25/04/2020,1,AIR,49,EUR,Europe,253.89
414919,99783,10/01/2018,1,AIR,49,EUR,Europe,0
299879,99784,28/03/2020,1,3G,79,EUR,Europe,277.08
151860,99786,14/07/2018,1,AIR,49,EUR,Europe,225.01
334191,99787,12/11/2018,1,SUPER,20,EUR,Lat.Am.,225.21
355822,99788,29/08/2019,3,3G,39,EUR,Europe,90.85
129238,99789,18/11/2019,1,SUPER,25,EUR,Lat.Am.,158.91
653075,99791,15/02/2020,1,3G,79,EUR,Europe,315.32
760262,99792,22/12/2018,1,AIR,49,EUR,Europe,370.59
419927,99794,28/07/2020,1,TOTAL,39,EUR,Lat.Am.,309.38
340966,99796,13/02/2020,1,AIR,29,EUR,Europe,434.89
514109,99797,22/07/2018,1,AIR,29,EUR,Europe,0
776327,99798,31/10/2019,1,3G,39,EUR,Europe,352.54
669380,99799,07/05/2020,1,3G,79,EUR,Europe,560.03
222477,99802,26/03/2020,1,SUPER,25,EUR,Lat.Am.,492.61
538962,99803,31/12/2019,1,AIR,29,EUR,Europe,67.1
127722,99804,28/11/2019,1,AIR,19,EUR,Europe,430.37
540085,99805,25/02/2020,1,3G,39,EUR,Europe,404.85
168008,99806,06/01/2020,1,TOTAL,39,EUR,Lat.Am.,481.4
75694,99807,04/03/2018,1,AIR,39,EUR,Europe,176.43
139005,99808,09/06/2020,1,SUPER,18,EUR,Lat.Am.,170.18
147108,99811,12/05/2019,1,AIR,19,EUR,Europe,323.69
697493,99812,28/04/2020,1,SUPER,25,EUR,Lat.Am.,502.28
175790,99814,14/11/2018,1,AIR,29,EUR,Europe,431.57
549080,99815,17/06/2020,1,AIR,29,EUR,Europe,676.83
547848,99817,21/04/2020,1,TOTAL,39,EUR,Lat.Am.,584.35
247746,99820,25/11/2019,1,TOTAL,39,EUR,Lat.Am.,86.62
338390,99822,09/05/2020,1,AIR,29,EUR,Europe,329.25
388747,99823,22/01/2020,1,AIR,19,EUR,Europe,25.03
254047,99824,18/10/2019,1,TOTAL,29,EUR,Lat.Am.,207.4
655281,99826,04/06/2020,1,SUPER,35,EUR,Lat.Am.,196.08
316057,99827,07/03/2020,1,AIR,49,EUR,Europe,0
291880,99829,18/04/2020,1,3G,39,EUR,Europe,508.17
657834,99830,17/06/2019,1,TOTAL,39,EUR,Lat.Am.,0
126819,99832,30/10/2019,1,TOTAL,25,EUR,Lat.Am.,26.64
264428,99833,17/06/2020,1,AIR,49,EUR,Europe,300.74
525988,99834,25/06/2020,1,3G,79,EUR,Europe,688.28
484807,99835,30/06/2020,1,3G,39,EUR,Europe,240.11
484618,99836,31/01/2020,1,AIR,49,EUR,Europe,0
596266,99837,02/05/2020,3,AIR,49,EUR,Europe,278.87
148494,99839,25/08/2019,1,SUPER,25,EUR,Lat.Am.,136.8
604656,99840,29/06/2020,1,SUPER,25,EUR,Lat.Am.,255.82
280632,99841,15/11/2018,1,AIR,29,EUR,Europe,157.65
233476,99842,07/01/2018,5,AIR,49,EUR,Europe,289.92
661815,99843,16/06/2020,3,3G,79,EUR,Europe,33.19
763888,99846,08/05/2018,1,AIR,49,EUR,Europe,0
776771,99847,17/10/2019,2,SUPER,35,EUR,Lat.Am.,173.16
531161,99848,07/02/2020,1,TOTAL,29,EUR,Lat.Am.,377.38
71703,99850,20/08/2019,1,TOTAL,39,EUR,Lat.Am.,373.82
188057,99851,29/05/2020,2,3G,39,EUR,Europe,207.44
96302,99854,13/12/2019,1,AIR,29,EUR,Europe,194.42
83997,99855,21/06/2020,1,SUPER,35,EUR,Lat.Am.,639.39
671728,99857,09/03/2018,1,AIR,39,EUR,Europe,241.85
286131,99858,18/03/2018,1,AIR,49,EUR,Europe,142.76
528316,99860,22/06/2020,1,3G,79,EUR,Europe,701.2
741838,99861,21/08/2019,4,AIR,49,EUR,Europe,81.04
235346,99862,21/03/2020,1,AIR,49,EUR,Europe,339.94
404873,99864,14/12/2019,1,AIR,19,EUR,Europe,415.98
341562,99867,10/11/2019,1,SUPER,25,EUR,Lat.Am.,119.85
451501,99869,04/07/2020,3,SUPER,25,EUR,Lat.Am.,31.55
500411,99870,19/07/2020,1,AIR,29,EUR,Europe,780.02
317188,99871,09/10/2019,1,TOTAL,29,EUR,Lat.Am.,0
136071,99873,22/04/2020,1,AIR,49,EUR,Europe,491.27
500323,99875,09/02/2018,1,SUPER,25,EUR,Lat.Am.,204.86
459372,99877,09/11/2019,1,AIR,49,EUR,Europe,138.05
190600,99878,27/09/2018,1,AIR,39,EUR,Europe,562.61
309532,99880,25/07/2020,1,AIR,29,EUR,Europe,429.32
288960,99881,02/03/2019,1,TOTAL,39,EUR,Lat.Am.,317.27
373032,99882,03/12/2018,1,SUPER,25,EUR,Lat.Am.,0
232413,99884,19/09/2018,1,AIR,29,EUR,Europe,0
765876,99885,25/06/2020,1,SUPER,18,EUR,Lat.Am.,0
216251,99886,22/02/2020,1,SUPER,18,EUR,Lat.Am.,277.17
573248,99887,20/06/2020,1,AIR,29,EUR,Europe,0
170280,99888,10/04/2020,3,SUPER,18,EUR,Lat.Am.,24.67
504782,99889,06/08/2019,1,SUPER,18,EUR,Lat.Am.,0
623396,99891,10/08/2019,1,3G,79,EUR,Europe,124.09
621149,99893,23/12/2019,1,3G,39,EUR,Europe,346.49
75842,99894,16/02/2020,1,3G,39,EUR,Europe,392.67
305597,99895,10/10/2019,1,AIR,19,EUR,Europe,233.83
371300,99896,27/06/2020,1,TOTAL,39,EUR,Lat.Am.,56.54
504333,99897,27/06/2019,1,TOTAL,39,EUR,Lat.Am.,59.16
747942,99898,25/07/2019,1,SUPER,25,EUR,Lat.Am.,192
316945,99899,01/09/2019,1,3G,39,EUR,Europe,0
150121,99901,30/03/2019,1,TOTAL,39,EUR,Lat.Am.,0
432137,99902,12/12/2019,5,AIR,19,EUR,Europe,601.09
751102,99903,06/02/2020,1,AIR,49,EUR,Europe,545.84
208832,99904,08/09/2018,1,AIR,49,EUR,Europe,0
288408,99906,16/02/2019,1,AIR,29,EUR,Europe,355.83
248698,99907,18/07/2020,1,AIR,29,EUR,Europe,74.17
296971,99909,07/11/2019,1,3G,79,EUR,Europe,429.94
294620,99910,29/07/2020,1,3G,39,EUR,Europe,271.15
489356,99912,11/07/2020,1,AIR,19,EUR,Europe,314.38
665089,99913,07/12/2019,1,AIR,29,EUR,Europe,0
459226,99914,17/04/2019,1,TOTAL,39,EUR,Lat.Am.,0
540726,99915,30/11/2019,3,AIR,19,EUR,Europe,68.83
129635,99916,21/04/2020,1,SUPER,25,EUR,Lat.Am.,153.49
320847,99917,03/07/2019,1,TOTAL,39,EUR,Lat.Am.,184
477046,99918,26/06/2020,1,AIR,29,EUR,Europe,307.7
184329,99919,25/04/2019,1,SUPER,25,EUR,Lat.Am.,259.16
142999,99920,28/09/2019,1,TOTAL,29,EUR,Lat.Am.,204.19
62685,99921,01/08/2019,1,TOTAL,39,EUR,Lat.Am.,169.04
